time,t2m_mean,runoff,e_load,energy
2019-08-23,287.70502,7402995.569765568,17142.041666666668,0.5679074560684294
2019-08-24,288.34662,6446120.761334896,15353.666666666666,0.4221776940541564
2019-08-25,288.8384,4837855.95972836,14150.0,0.3763963380247891
2019-08-26,288.8806,7419072.476029396,20147.625,0.6853471663953649
2019-08-27,289.49155,3786069.6142464876,21826.666666666668,0.7813760270475292
2019-08-28,289.05426,4608500.486806035,22090.791666666668,0.7854555538224233
2019-08-29,289.21396,5704180.8101683855,22489.916666666668,0.6322066640269729
2019-08-30,289.47617,5345011.232450604,21952.125,0.596890760671762
2019-08-31,288.73087,6472542.342916131,18087.458333333332,0.48078422902943263
2019-09-01,288.61124,6131627.1492391825,15531.208333333334,0.4576402470646738
2019-09-02,287.00522,7919239.949345589,21140.208333333332,0.6337264877274237
2019-09-03,287.2274,3072629.9907937646,22061.541666666668,0.5043948235338034
2019-09-04,287.53098,3902604.4163554907,21807.875,0.4528541355869386
2019-09-05,285.49915,11197767.229706049,22004.875,0.5117806334465203
2019-09-06,281.89587,13614223.606705666,21289.875,0.5324182394842198
2019-09-07,282.6986,6880899.736121297,15898.75,0.34288022589379635
2019-09-08,279.8632,22203629.94837761,13467.666666666666,0.25934324951638943
2019-09-09,281.05637,5753191.860824823,18447.708333333332,0.5015151575750546
2019-09-10,282.15225,8417588.44217658,20088.625,0.5363777801774995
2019-09-11,284.6818,5248790.724918246,20518.666666666668,0.481317500503275
2019-09-12,286.60837,4349010.128945112,20722.791666666668,0.499115435942764
2019-09-13,287.9822,3969577.588826418,20857.041666666668,0.41024574482693343
2019-09-14,288.215,3669673.905774951,16617.458333333332,0.28491361668713094
2019-09-15,288.85733,3617630.117058754,14131.541666666666,0.2841270412632135
2019-09-16,289.0181,3607158.7671786547,20473.583333333332,0.5208329167149944
2019-09-17,289.14032,3960405.274167657,21852.666666666668,0.5514426993135463
2019-09-18,287.01553,7992423.073172569,21910.541666666668,0.6687357599851751
2019-09-19,284.86447,6339526.600643992,21002.666666666668,0.6306735085396761
2019-09-20,283.1667,3574833.57141912,20239.75,0.4434018987130826
2019-09-21,282.8978,4301930.244415998,15876.583333333334,0.25166414029305934
2019-09-22,283.0274,6046890.974119306,13718.458333333334,0.2661957879552639
2019-09-23,282.4592,10387421.772778034,19530.291666666668,0.6227544271531169
2019-09-24,282.6656,3322915.123447776,20542.041666666668,0.5325115619921422
2019-09-25,282.84195,5589639.683529735,20760.125,0.5325115619921422
2019-09-26,284.04776,3819565.5147880316,20632.458333333332,0.4566136994775273
2019-09-27,284.58838,4005177.694603801,20356.166666666668,0.5604283236477902
2019-09-28,285.34354,4278276.460632682,17680.75,0.29172615976546723
2019-09-29,285.03235,3295633.7279230356,13469.291666666666,0.13991710294939122
2019-09-30,286.30554,3054111.701413989,18981.458333333332,0.48815670715530335
2020-04-01,271.33774,4047965.9608602524,13768.875,0.2700753379274671
2020-04-02,272.93283,4459664.913117886,13396.666666666666,0.30609782598551905
2020-04-03,274.81708,4516545.103520155,13125.791666666666,0.35211915417811535
2020-04-04,276.1656,5363133.974298835,11048.958333333334,0.1975504174849051
2020-04-05,277.52676,5239823.738962412,9954.166666666666,0.2528373375355126
2020-04-06,278.02814,6115200.4390358925,13059.541666666666,0.253837221548967
2020-04-07,279.6708,7294761.677235365,13628.708333333334,0.38563526630910816
2020-04-08,279.62915,8212257.25543499,13792.375,0.22353407004787446
2020-04-09,280.0356,9166553.863942623,13818.208333333334,0.2624628876383673
2020-04-10,280.85745,9418124.577820301,13064.791666666666,0.2732483031968292
2020-04-11,281.40417,9576976.96325183,10470.916666666666,0.34558657862354636
2020-04-12,281.48663,9714023.109257221,9266.75,0.3141768888142309
2020-04-13,280.64673,9141795.196473598,9372.958333333334,0.23414617237733756
2020-04-14,278.37775,6296465.1147425175,13067.625,0.29684556591435396
2020-04-15,277.84952,7023774.981856346,14001.916666666666,0.30896416015742173
2020-04-16,279.96414,8200937.682747841,14381.666666666666,0.29445917606890937
2020-04-17,281.0493,8755137.238651514,14319.541666666666,0.4254039864709027
2020-04-18,282.62073,11918619.177937508,11776.208333333334,0.3804891965865293
2020-04-19,282.30508,14047005.180299282,10343.375,0.2633161219965151
2020-04-20,280.2219,18795897.09788561,15010.166666666666,0.5578819523601929
