,time,ID,SWE_output
775,2019-04-16,1,0.45163572
776,2019-04-17,1,0.43336713
777,2019-04-18,1,0.41486368
778,2019-04-19,1,0.39930844
779,2019-04-20,1,0.45502648
780,2019-04-21,1,0.43396142
781,2019-04-22,1,0.39794293
782,2019-04-23,1,0.36246365
783,2019-04-24,1,0.36163846
784,2019-04-25,1,0.34712547
785,2019-04-26,1,0.3110534
786,2019-04-27,1,0.33458534
787,2019-04-28,1,0.36535686
788,2019-04-29,1,0.3800771
789,2019-04-30,1,0.32696745
790,2019-05-01,1,0.31809366
791,2019-05-02,1,0.3160643
792,2019-05-03,1,0.24786134
793,2019-05-04,1,0.19287856
794,2019-05-05,1,0.41887927
795,2019-05-06,1,0.3729165
796,2019-05-07,1,0.3128591
797,2019-05-08,1,0.26752695
798,2019-05-09,1,0.28970718
799,2019-05-10,1,0.22855143
800,2019-05-11,1,0.16773689
801,2019-05-12,1,0.18549557
802,2019-05-13,1,0.1704586
803,2019-05-14,1,0.11418475
804,2019-05-15,1,0.15633969
805,2019-05-16,1,0.12581283
806,2019-05-17,1,0.113881744
807,2019-05-18,1,0.027066113
808,2019-05-19,1,0.09416738
809,2019-05-20,1,0.14651912
810,2019-05-21,1,0.07883643
811,2019-05-22,1,0.07481538
812,2019-05-23,1,0.0982221
813,2019-05-24,1,0.123321466
814,2019-05-25,1,0.10168514
815,2019-05-26,1,0.15179506
816,2019-05-27,1,0.14246538
817,2019-05-28,1,0.08015044
818,2019-05-29,1,0.14462878
819,2019-05-30,1,0.12089524
820,2019-05-31,1,0.10882011
821,2019-06-01,1,0.09943629
822,2019-06-02,1,0.09537997
